label,text
Mixed,مكان نظيف جدا ينقصه بعض الأشياء . النظافة وطاقم الإستقبال والعمال مؤدبين وخدومين. وجود مصعد واحد صغير مما يسبب طول إنتظار المصعد. عدم وجود مواقف سيارات بشكل كافي وموقع الشقق مزدحم بشقق أخرى. إزعاج الشقه اللي جنبي يسولفون كأنهم جالسين معي لدرجة إني ما قدرت أنام لين هجدوا أطفالهم وناموا يا ليت يركبون عازل صوت
Mixed,مقبول . مقبول. مقبول
Mixed,و دائما ما يبقى لنا من ذكرى الصراع في أي زمان و مكان مرأى الدم و التضحيات و المنتصر الأخير و رغم تعدد أشكال الصراعات مع اختلاف الدول و الظروف و لكن ما يوحد بينها هو الثمن الدموي الذي يدفعه الكل و دائما و أبدا ما يكون الثمن غاليا جدا.. و السلام.
Positive,"رد ا شياء إلى عواملها ا ساسية، الاستغلال كمعول بناء/هدم للحضارة الغربية.. وطرح تساؤل أهم لإنقاذ الجميع هل من سبيل نحو عولمة بديلة ؟"
Negative,الروايه مأقنعتنيش ومعجبتنيش واسلوبها غريب مبقتش عارفه هي بتتكلم مصري ولا عربيه فصحى . اعتقد ان نور عبدالمجيد كانت عايزه توصف الثوره من وجهة نظرها ف عملت جو في الاول وجابت بقى سيرة الثوره بطريقه ممله جدا. بداية الروايه كانت شيقه جدا الحقيقه لحد ما حصلت المشكله بين مرزوق ومحمود. بصراحه .. ندمت اني اشتريت الروايه
Negative,الكاتب الجيد هو من يجيد تطوير ذاته و أدواته .. يبحث عن أبداع جديد و مختلف عن كل من سبقه .. يمتلك مخيلة أبداعية تدفعه لاختيار أفكار مميزة بعيدا عن النمطية و هو ما لم نجده فى العمل الحالى .. خيال فقير من الكاتبة يدفعها دوما لأختيار أفكار سوداوية شديدة الكآبة و النمطية .. أفكار مستهلكة تماما و تميمة واحدة تتشابه فى كل قصة تكتبها .. و أسلوب غير ناضج يدل على فقر الحصيلة اللغوية للكاتبة .. كنت أود أن أنصح الكاتبة بعدم التسرع فى نشر أعمالها لكن يبدو أن تلك النصيحة متأخرة
Positive,كنت انتظر رواية لغيوم ميسو منذ عام تقريبا. كان أملب منصبا عليه .. الأمل في أن يعيد جزء من شغفي إلي .. كنت أثق به كأنه شخص التقيته فما خيب ظني كمن التقيت بهم. عند بدء قرائتى للرواية وجدت أن بداية الأحداث تشبه فيلما شاهدته قبلا لكن لأنني أثق به كنت أعرف أن كل شئ سيتغير تماما وكان عند ظني به. عند كتابة تقييم لإحدى رواياته كل ما استطيع فعله أن أضع النجوم الخمس ثم تخونني الكلمات فأصمت وما ستختلف عادتي في هذه الرواية. جل ما أقدر على قوله شكرا غيوم .. شكرا وبشدة
Negative,"لو أن اسلوب الطاهر و بلاغته و فكرة القصة مع سيناريو و طريقة سرد اخرى لكانت رواية مكتملة الأركان، لا تقرؤوها :"
Positive,: . يعتبر من كتب تطوير الذات بشكل مختلف ... يحكي قصص أشخاص أسمائهم أناروا بعلمهم وجهدهم وبأصرارهم وبروح المثابره والعمل المستمر الحياه وسطرت أسمائهم من ذهب ..لم يلتفتوا إلى كلمات الفشل والأستهزاء والسخريه من الأخرين .. وخلف كل قصه هناك حكمة وفائدة تبعث في النفس حماس وطاقه أجابيه. تعلمت بأن العبقرية وحدها لاتصنع أحدا ولايوجد كلمة مستحيل في هذه الحياه. تعلمت الأصرار والعزيمة منهم ... .. : قراءة ممتعه
Positive,رحلة عائلية الى الخبر . المكان هادئ. المواقف قليلة
Negative,غير جيده ولا تستحق ان تعرض في موقع مثل سوق كي لا يخسر عملاء النظاراه ردئه الصنع وخامتها ضعيفه جدا وغير مطابقه في الموقع
Mixed,"كتاب جيد في موضوعه ، يجمع فيه الكتاب أشعارا وأمثالا من مختلف الثقافات من أجل التدليل على فصل معين يضعه.. تحدث الكاتب عن قيم ومواضيع كثيرة: كالحب والبغض والحسد والعقل والتواضع والصبر والجهل وعناوين كثيرة أخرى.. الكتاب ينفع لقراءته بين مدة وأخرى لتكوين حصيلة جيدة من الأبيات والمقولات التي يمكن الاستشهاد بها ، كما أنه تساعد المتحدث والخطيب في ذلك."
Negative,مخيب للأمل. أطلالاته وتصميم الفندق. النظافة وخدمة الواي فاي في الغرف ضعيفة
Mixed,"لغة جميلة، إلا أنه يمكنني رؤية الشبه الكبير بين أسلوب الكاتب وأسلوب أحلام مستغانمي."
Mixed,مرضي. جديد ونظيف وهادئقريب من مورنيش أبحر. بعيد جدا من الأسواق والبلد
Mixed,"لا شك أن نجاح آردوغان تمثل في اتباعه تعاليم الإسلام في حراك سياسي واضح المعالم فهو لم يسرق ولم يكذب ولك يعط وعودا واهمة بل كانت خططه واضحة للجميع قابلة للنقاش والنقد والتعديل، لكن ما ضمن له هذا النجاح هو تركيزه على العلمانية بالجهة المقابلة، فهو لم يضغط على أحد ولم يجبر أحد ولم يمسك العصى بل آثر بكل حب وتخطيط على ترسيخ فكره السياسي بما يرضى الجميع وبما فيه مصلحة لتركيا، فعمل على الأحياء الفقيرة وعلى أساسات قيام دولة بحدودها تعتمد ذاتيا على مواردها، كما ركز بشكل كبير على دور المرأة في العملية الإنتخابية ودورها في الحراك السياسي النشط رغم معارضة الكثيرين وبخاصة من حزبه نفسه.. إن كنت تحمل قلبا يحب الوطن ويسعى للنهوض به لن يدهشك هذا الكتاب ولن تدهشك تصرفات آردوغان، لكن الدهشة تكمن بوجود شخص كهذا في عالم مليئ بالأوبئة السياسية والتلوث المالي"
Negative,"غلطة ترفيهيه . لا شيء. عندما حجزت بهذا الفندق كانت أو غلطة لي بحياتي تعرفون لماذا، أول من دخلت الغرفة تفاجئت بغرفة أقل مساحة من صورة الغرفة التي حجزتها والاغرب ما في الأمر أنني قمت بالإتصال بالاستقبال فإذا بموظف عربي يخطرني بأنهم لا توجد لديهم غرف سوى واحدة بسير كبير فقلت له انا حجزت غرفة من سريرين لأننا نحن شباب وبعد مجادلته مدة عشر دقائق قال لي سوف يرى أن كانت هناك غرفة وبعد مرور ما يقارب ساعتين تم تغيير الغرفة ولكن للأسف الغرفة واسعة ولكن دورة المياه صغيرة جدا بالإضافة إلى شيء عجيب حصل معي خرجت اتمشى ولما رجعت الغرفة الساعة فجرا حاولت أن أفتح باب الغرفة بالبطاقة فإذا هي لا تفتح فنزل صاحبي للاستقبال فقام نفس الموظف العربي بشحن البطاقة ولما رجع حاولنا فتح الغرفة فلم تفتح فنزل مرة اخرى وقال الموظف ساتي معك لأرى فلما اتي حاول فتح الباب فلم يفتح وبعدها أخرج المستر كي وفتح الباب وقال لنا هل ستخرجون قلت له لماذا فقال لأن باين أن الباب به عطل وبعدها خلدنا إلى النوم وبعدها خرجنا في وقت الظهر من الفندق فياريتني لم اسكن فيه وشكرا"
Negative,ضعيف جدا. . سئ جدا والخدمه سيئه جدا
Positive,"أخيرا انهيته يا إلهي إني كسولة جدا .. بصراحة ليس كسلا لكني كنت قد أعتدت ان اقرأه وانا خارج المنزل لم لا أعرف .. لا استطيع اكمل صفحة وانا في البيت . صرت استغل وقت الإنتظار والطرق الطويلة في قراءته مما انهك كتفي فالكتاب كبير .. عموما ، الكتاب. مذهل. قلت أني أراهن ان علي الوردي سيكون من كتابي المفضلين ، واجزم الآن انه كذلك .. اكثر ما اعجبني في اسلوبه أنه منصف . منصف لحد يصعب صراحة ان نقرأ لأحد مثله. أقنعني في جوانب عدة ، واثار تشكيكي في امور ، واستفزني في آخرى .. افكاره ليست مسلمات الكثير انتقدوه لكني أجد كتابه مفيد. واجهت بعض الصعوبات في فهم بعض الأبحاث والمصطلحات العلمية. رغم أنه قد ذكر بأنه يسعرض أفكاره بأسلوب بسيط ليفهم عامة الناس مقصده ويحي يبدو أني دون المستوى الفكري لعامة الناس في ذلك الوقت . تكلم الكتاب في بدايته عن تأثير الأحلام في المجتمعات والعقائد وتفسيرهم لها. تكلم فيما بعد عن التنويم المغناطيسي والتنبؤات بما جاء في الأحلام وتفسيرها. الجميل انه ذكر آراء كثيرة في الأحلام وتفسيرها وكل مايتعلق فيها ، كان يؤيدها ويفندها بحجج منطقية .. ذكر قصصا قديمة وأحداثا جعلت من النظريات اكثر منطقية وحتى قصص امور لا زالت تحدث عندنا. من اهمها قصة أرسل وإلا ستموت ، تخيلوا عرفت من مبتدع هذه المهزلة. وحتى ذكر بعض القصص الشخصية له .. في آخر ورقة تقريبا جاء فصل الملاحق والذي بصراحة استمتعت فيه اكثر من كافة الكتاب ،. تكلم فيها عن العقل اللاواعي ، العبقرية والجنون ، الحاسة السادسة ، عن عبقرية الأحلام وذكر افكارا قال انه تكلم عنها في كتاب خوارق الاشعور مما جعلني اعده الكتاب الثاني الذي سأقره له .. الكتاب : ممتع وعميق . معقد وبسيط . سهل ممتنع ببساطة. كأول كتاب لعلي الوردي أقول انه لن يكون الأخير. وكوني قد احتجت وقتا طويلا لأنهيه فعذرا ربما افكاري تشوشت قليلا ، عازمة على قراءته مجددا متكاملا في جلسات قلائل .. أكرر : اعجبني فيه انصافه مدهش. أنصح الجميع بقرائته :"
Negative,لم تعجبني كثيرا فلم تقدم جديدا من حيث الفكرة ولم احب اسلوب الكتابة ... ينقصها شئ ....ربماالتفاعل بين الشخصيات لم يكن بالقدر الكافي لابراز تلك العلاقات الانسانية التي تحدث غنها الكاتب ..والوصف ايضا لهااحسست بنقصه لامن حيث كم الكلمات انما من حيث الكيفية ...مالم يعجبني استخدام الكاتب تارة للفصحى وتارة اخرى للعامية في نفس الحوار ...اجمالا الرواية رفعت من سقف طموحاتي عاليا في البداية ثم اسقطته ارضا بتوالي الاحداث
Positive,وحداني . موقع الفندق و الهدوء و قريب من الشاطئ. ضعف الواي فاي تاخير في استلام الفتاح عدم وجود مواقف لسيارات
Mixed,جاامده جدا و جميله خلصتها ف ساعات يوم بعد ما خلصت الثرمو وهقرا الجزء التااانى و ف انتظار الجزء التالت
Positive,جيد. . التعامل من بعض افراد الاستقبال لم يصل الى درجة الرقي فالشقق كانت جدا ممتازه لكن هذه النقطه ملاحظه قد تسيء الى الشقق
Mixed,لابأس . الموقع فقط. مساحة الغرف وارتفاع السقف ورائحة الغرف
Positive,وتظل مصر الام الغريبه التي تطرد اولادها بكل ما فيها من قوه وقهر وظلم وفساد لكن تظل ارواحهم معلقه بهم الي الابد ولو ذهبو لاخر العالم ولو نجحو ووضلو لكل شئ دائما شئ ناقص بداخل ارواحهم التي تخفت شئ فشئ .....الروايه ما هي الا نفوس حائره وخائمه ....مع انني شخصيا انوي الهجره الي خارج هذه البلد ورغم ما قراته المني بشكل خاص ولكنني مضطره علي السفر والهروب منها ومن قتلها لنا ببطئ اصبحت مستسلمه لكل من يقتل ابنائها وينهب خيراتها بلا حول ولا قوه .. عبقري عز الدين فيشر روايه تستحق الاحترام تسجل معاناه اشخاص لا نعرف عنهم شئ ...ولكننا اصبحنا الان نشعر بهم
Positive,اكثر من رائع . تعامل الموظفين جميعهم دون تحديد النظافه الهدوء انصح به للعوائل المحافظه والتي تبحث عن النظافه وحسن الاستقبال والهدوء. لا شيء
Positive,المرحوم رسالة اكتر منها رواية وضحت في اخر ورقاتمن الروايه. افعل حتى تعش الى الابد الافعال هي من تبقى
Positive,ممتاز. الإقامة في الفندق جيده جدا. الأحزمة النت ضعيف جدا
Negative,ضعيف. عادي جدا. الخدمة العملاء سيئة جدا لدرجة طلبهم رسوم اضافيه على الزوار كان معاي أصحاب وانا مسافر الساعة صباحا طلبو مني رسوم اضافيه على كل شخص
Positive,"ممتاز . الموقع ، والنظافة ، والاستقبال ممتاز وتعاون الموظفين يستحقون التقدير والاحترام فيصل الحربي."
Mixed,جيد جدا . نعم. لا يوجد
Positive,"لكم اندمجت مع هذه الرواية ، التي وصلت من الشعور غايته ... الرواية تستعرض أشكالا عدة للشقاء ، فالجوع والفقر والمرض والذل ، كلها طرق تتقاطع مع بعضها في نقطة واحدة هي الشقاء. رغم قسوة الأحداث التي تعيشها العائلة البئيسة ، إلا أن الأم تبقى تناضل وتكافح من أجل أن يحيا أطفالها ،. على عكس الأب تماما ، إذ أن لا مبالاته وعدم اهتمامه بأسرته كانتا صفتين استفزتاني كثيرا أثناء القراءة ... الأحداث مليئة بالحزن والحسرة ، فالأختين الكبيرتين أصبحتا خادمتين ، والمنزل بات في حضن الطبيعة تحت التينة ، والرزق انحصر في الدود والورق والسنابل ، والسخرة ، والكثير من الأحداث التي تتعرى أمامك لتظهر لك الحزن على حقيقته ... الرواية مؤثرة جدا ، وأحب ان أقرأها مرة أخرى .."
Positive,فندق جميل . الخدمات ممتازه مافي ازعاج تكييف هدئ نوم جميل. حجزت بمبلغ العرض الموجود داخل البوكنج واتم الحجز. لكن الشي الغريب حين وصولي للفندق اختلف السعر بغض النظر عن الضريبه ومايتبها حيث ان المبلغ زاد ب درهم للاسف لم يهمنا المبلغ ولكن اين المصداقيه؟
Mixed,"استمتعت بقراءة الكتاب جدا، بكيت كثيرا"
Positive,رائع. فندق رائع جدا مرتب نظيف هادئ.
Mixed,مرضي. مساحات كبيره.
Negative,خلال فصل من الرواية بمعنى صفحة بدت لي رواية اجتماعية وعادية عن فتاة اكتشفت أن والدها وابن عمتها تعاونا لتدمير حياتها مما أدى إلى التفريق بينها وبين زوجها. أما في الفصول التي تلتها من الفصل /وهي تمثل حوالي صفحة ظهرت حقائق كان بالإمكان استخدامها من بداية الأحداث في الرواية بصورة تجعلها أكثر إثارة.. أكثر خيالا .. والصور أكثر إيقاعا..حتى إن كانت الرواية بناء على أحداث حقيقية جاءت على لسان البطلة. عموما فكرة الرواية جميلة وإن كنت أتوقع أن تكون أعمق من ذلك. تكرار جملة القدر رجل غامض.. وتكرار روتين حياة البطلة مع صندوق والدتها إلخ .. كان مزعج بعض الشيء. سأتوقف هنا : .. نجمتين على الفكرة
Positive,اشعار عنيفه. لكن مميزه جدااا. اكثر من رائعه
Mixed,"في انتظارك، لا أستطيع انتظارك. لا أستطيع قراءة دوستويفسكي. ولا الاستماع إلي أم كلثوم أو ماريا كالاس. وغيرهما. في انتظارك تمشي العقارب في ساعة اليد نحو اليسار. إلي زمن لا مكان له"
Positive,"كتاب خفيف وممتع، يتحدث عن الأئمة الأربعة وعن الاختلاف بينهم. اقتباس لقصة أعجبتني:. يقول الربيع: مرض الشافعي فدخلت عليه فقلت: يا أبا عبدالله، قوى الله ضعفك. فقال: يا أبا محمد لو قوى الله ضعفي على قوتي أهلكني. قلت: ياأبا عبدالله، ما أردت إلا الخير. فقال: لو دعوت الله على لعلمت أنك لم ترد إلا الخير .. انظروا إلى سلامة صدر الشافعي ومدى حسن ظنه بالناس"
Positive,النباهة الفردية الأنا والنباهة الجماعية. الأولويات مهمة جدا في حياة الانسان. كتاب رائع
Mixed,كنت قرأت للكاتب قبل كدا واحد كمالة وموتني من الضحك. وده اللى شجعني أني اقرأ الكتاب ده. ده طبعاغير العنوان المسخرة اللى يلفت نظر اى حد للكتاب. والحقيقة الكتاب بيبان من عنوانه : . العنوان كان دمه خفيف والكتاب كمان. استمتاعي بالكتاب ده كان أقل شوية يمكن لأن فيه أجزاء كنت قريتها قبل كدا في واحد كمالة . وكمان مضحكتش اوى زى الكتاب الأول. لكن موضوعات الكتاب كانت كويسة ولذيذة. الحقيقة ان الكاتب ربنا منحه بخفة دم غير طبيعية ربنا يزيد ويبارك واللهم لا حسد واللى عطاك يعطينا :
Mixed,لا أشجع على تجربة السكن في هذا الفندق . الاستقبال جيد وخصوصا الأخ إبراهيم. خدمة نظافة الغرف سيئة وبدائية عدم تجاوب حاملي الحقائب في القدوم والمغادرة الوصول للموقع صعب ومزدحم جدا ولا يوجد سوى مسار واحد مشترك للذهب والعودة
Positive,جيد. لم. لم يوفق الفندق في الخدمات التالية: تم توفير سرير واحد لشخصين مع كان الاختيار سريرين منفصلين. لم يتم توفير مواقف للزبائن مما اضطررنا في ايقاف السيارة بطريقة خاطئة. توفير خدمة لم تكن سلسة حيث لم نتمكن من استخدام الخدمة.. توفير خدمة لم تكن سلسة حيث لم نتمكن من استخدام الخدمة.
Mixed,مقبول. . التكييف كان سيء جدا
Mixed,مقبول. الموقع فقط. استغلاليين جدا تلبية الخدمات ما تنفع .
Positive,يالله. شهداؤنا أرض الشهادة تناديهم.. رواية عميقة بعمق أسى احتلال فلسطين.. إبراهيم نصرالله فعلا عظيم.
Mixed,حوارات دارت وأيام مضت ولقاءات صحفية بطلها غازي القصيبي.. تستوقفني بعض عباراته وأطرب لها وأحيانا أعيد قراءتها والتفكير فيها.. يتطرق من خلالها عن الشاعر وشعره وعن بعض سيرته وشيء من هموم وقضايا عربية مسلطا المحاور الضوء على احتلال الكويت.. هذه الإستجوابات ثلثها الأول عن الشعر والأدب وثلثها الثاني عن الغزو واحتلال الكويت وثلثها الأخير عن ضيف اللقاء وشخصه بعيدا عن روتين العمل وهموم المسؤولية.
Mixed,حسن. الديكور والنظافة. اسعار مبالغ فيهابعيد عن وسط الرياضسوء تعامل موظفين إيقاف السياراتحيث يستقبل النزلاء بفجاجة ويردد عليك ستدفع ريال اذا لم تختم الكرت حتى لو أوقفت السيارة لخمس دقائقلا انصح فيه لان يوجد فنادق بوسط الرياض اقل سعر وأفخم وارقى في التعامل منهعلى سبيل المثال فندق المشرقلا انصح بهيحتاجون دورات تأهيلية
Mixed,"مرضي. اجراءات الدخول والخروج سريعة ،وممتازة للعوائل الكبيرة ، يوجد مواقف مظللة ، والذهاب من المواقف السفلية الى الغرفة بدون المرور من الاستقبال، يوجد سوبر ماركت وصيدلية ومطعم .قريب من القرية العالمية.. الفندق بعيد عن دبي والشارقة وتقريبا في شبه صحراء ، النظافة ليست جيدة ، لازم تهزأهم عشان يحطوا مناديل في الغرف وفرش الاسنان والشوز، وقارورة الماء في أول يوم فقط، هذه آخر زيارة للفندق ."
Positive,الفندق مناسب جدا. . أعجبني خدمة الباصات الموجودة مقابل الفندق. والمرونة في التعامل.. لم يعجبني حجم الغرف ومستوى دورات المياه لم يكن ع الشكل المطلوب. خدمة الغسيل لم تكن ملبية لاحتياجنا. الشراشف بحاجة للتجديد.
Negative,الكتاب مناسب لمناقشة ملحد في بداية عهده. ليجعله يتخبط بأفكاره كونه لم يأسس حجج بعد
Negative,الاحداث بطيئة جدا. الحوار ممل جدا جدا. الاسلوب معفن جدا جدا جدا
Negative,يحتاج لرقابه اكثر . الديكور والراحة. كل شيئ سيء ما عدا ما ذكرت من من مميزاتانصح به لمن يبحث عن مكان هادئ للنوم فقط
Positive,بداية لم أخل يوما أني سأنهي كتابا قرابة ال صفحة . خصوصا اني لست من القراء النهمين . لم أود إنهائه والله بت أقف مطولا عند كل صفحة : . تبغى أفضل كتاب للسيرة ؟ هذا هو. وفقت الكاتبة بذلك . استقراء للسيرة بشكل لطيف وميسر متبوع بتأملاتها حول كل حدث . لغة بسيطة وسلسة . عشت في ثنايا الكتاب مع الرسول وهو في حراء وهو يهاجر وهو يدعو الملوك . الرسول الأب الصديق الزوج المعلم الرسول الإنسان الذي يخطئ فهو بشر : صلى الله عليه وسلم .ليس مجرد سرد وإنما عبر ودروس لم تأخذ حقها من التأمل والدراسة . أنصح بإقتنائه نصيحة الكتاب لايفوت : . لو أردت أن أورد اقتباسات . لأقتبست الكتاب كله . أخذته من معرض الكتاب من دار الفكر : .
Mixed,الكتاب حلو و جميل و كل حاجة بس كمية التعميم و الذكورية اللي فيه مستفزة لأبعد المراحل
Positive,اقامه رائعه وبوفيه مميز . الفندق رائع وأقرب شي للحرم. بعض الازعاج الذي خارج عن إرادة الفندقمثل اصوات الحفر والدقاقات التي تعمل في توسعه المسجد الحرام مع بعض الجهات وفي بعض الغرف فقط
Mixed,مقبول. المطعموجود سيارات لانزال النزلاء لشارع اجياد. رغم قربه من الحرم حدث ازعاج بعد منتصف الليل من قبل مجموعة من النزلاء الاسيوين ولم يتوقف الازعاج الا بعد التحدث معهم شخصيا بعد ان استيقظ بعض النزلاء الموقع على راس جبل مما يصعب الوصول له . لاحظت وجود كيس في الممر به بقايا اكل ترك من بعد صلاة المغرب حتى الساعة العاشرة صباح يوم غد وعند ابلاغ موظف الاستقبال امجد عند المغادرة كان رده ان هذا مسئولية النظافة وان هناك كامرات تراقب ذلك مما يدل على اللامبالاة
Negative,"للاسف نجمة واحدة لأنه لا يوجد نجوم بالسالب هنا :. لا انصح بقراءتها اطلاقا، مضيعة للوقت على خيالات مراهق ساذج لا يعرف عن الكتابة شيء. الرواية مليئة بالاخطاء النحوية والاسلوبية ويبلغ حد ركاكتها ان تشعر وكأنك تقرأ لطالب ثانوي حتى أسماء الأماكن لم يهتم بمراجعتها مثل مدينة أزمير بتركيا يكتبها ازميد . والرواية ذاتها فكرتها خليط من روايات وافلام سابقة عليها وليس فيها جديد، النصف الاول منها مليء بحشو مشاهد ايروسية مبتذلة تنم عن خيالات مراهق مريض يستقي معلوماته من مواقع مشبوهة. لا أظن انها تستحق القراءة او اضاعة الوقت في تصفحها"
Positive,ممتازا جداا من اجمل الفنادق في دبي رمادا الخدمه المقدمه ممتازه جدا من حيث السكن والنظافه والاستقبال والمعامله وجميع العاملين بدون استثناء واشكر اختي بسمه في قسم الاستقبال علي الخدمه والخصم واشرك نتنا ولكم جزيل الشك
Positive,"عن الشيشان ومأساتها تتحدث الرواية ، عن ماتعرضوا له من تعذيب وعدوان ومجازل على يد الغاصبين الروس ... أحزنتني حقا تلك الأهوال التي مرت على رؤوس إخواننا هناك ،لكنني شعرت بالفخر لمايحمله أبناء تلك البلد من. الشجاعة والإيمان والثقة بالله والتمسك بدينه والدفاع عنه .... بلدان اسلامية عديدة على امتداد البسيطة لانعلم عنها وعن مأساتها شيء وظننا أننا العرب وحدنا من نحمل هم هذا الدين لكنني اكتشفت أننا الأكثر تقصيرا بحقه. رائعة هي ارواية بحق"
Positive,رحلة موفقة وجميلة . بعد الموقع عن الزحام والضوضاءاستجابة الموظفين السريعة وحسن الخلق الرائحة العطرة للغرف. عدم وجود قنوات إسلامية بتاتا كباقة قنوات المجد وكذلك الحرمين مكة والمدينة مباشر
Negative,لابأس . الديكور. الطاقم و الخدمات
Positive,. الحرف يصنع لذة لا تقاوم في قاموس نزار. حيث لا يوجد سوى المرأة كقضية حتمية له. يغزلها بدلال فائق حتى تنتهي بذكر أمه الهاربه من نقطة الحياة
Negative,ضعيف جدا. . استلمت الغرفه دون عمل تنظيف لها من الساكن الاول ووعدوني بتنظيف الغرفه ومليت من الانتظار ونمت لاني تعبان من العمره واخذو مئه ريال زياده لانهم يقولون مافيه غرفه سريرين تبغى ثلاثه اسره ادفع الفرق او انتظر لحين تفظى غرفه اخرى
Negative,"السعر مبالغ فيه جدا جدا ، و لا يستحق ربع المبلغ القهوة أقل من عادية ولا تليق بمقهى و الحلويات مجرد شكل بلا طعم جيد .. المكان جميل جدا الورد ، و الأثاث و ورق الجدران ، بالرغم من أن الإضاءة خافتة أكثر من اللازم، ثم كانت المفاجأة بعمل نادلات نساء سيء بكل المقاييس للأسف كنت متحمسة جدا له .."
Negative,فندق سي . لا شي. التكيف . النظافه . ازعاج الموظفين اثناء الخروج من الفندق
Positive,ميتين وستين صفحة في ساعتين من الضحك ضحك ضحك .. شكرا يا ضوكتور أحمد مش عارفين من غير سياتك كنا هنستحمل شيفت النسا وسنة الامتياز دي كلها علي بعضها ومصر كلها ازاي أصلا :
Mixed,مأساة بكل معنى الكلمة
Mixed,كتاب ممتع في بدايته ما أن تصل لنصفه حتى تجد أستهلاك. موضوع الأبداع بشكل ممل نوعا ما راقت لي الأجزاء الأخيرة أكثر
Mixed,حسن. الفندق عادي جدا. الميزه الوحيدة قريب من المطار..
Positive,استثنائي. تعامل راقي من موظفي الاستقبال وسرعة انهاء إجراءات الشيك ان والشيك اوت الميني بار مجاني ويتجدد يوميا وكذلك غسيل وكوي لقطعتي ملابس مجانا. مرتبة السرير غير مريحه لكن مرضيه وليست سيئه
Negative,انا الكتاب ده هرد عليه بسطر واحد وللرجال عليهن درجه ء
Mixed,جيد جدا مقابل القيمه الماديه . الغرفه مقابل القيمه الماليه جيده جدا. الستائر الموجوده فى الغرفه والقاعه الخارجيه لاتحجب الشمس وهذا ما ازعجنى كثيرا فى وقت الصباح حيث استيقظت بسبب الضوء الشديد داخل الغرفه
Positive,: .. اكدب ولا اقول الحقيقة : . بص يا سيدي .. الكتاب فعلا ليه هدف وبيحكي عصر ووقت في حياتك مؤثر وفي معاني كتير حلوة. بس ممكن تكون طريقتك في العرض مش موفقه حبتين : . بس يا معالي المخرج .. منتظر الكتاب التالي الأروع. استمر يا ثورجي
Negative,لا أعرف بماذا أبدأ... جذبني في البداية غلافها الدموي الغير المتقن وأنهيتها في يومين... من أكثر الروايات سذاجة التي قرأتها في حياتي.. شكلا وموضوعا.. الحصيلة اللغوية للكاتب قليلة جدا.. والحس الأدبي الفني شبه منعدم حتى أنني واجهت أحيانا بعض الصعوبة في فهم العبارة من فقر وسوء الصياغة... لم أشعر بالتميز في الرواية إلا في السذاجة.. بداية من قصة حاتم وداليا التي ذكرتني بالقصص الرومانسية القصيرة التافهة التي يسخر الجميع من عبطها والتي لم أصدق أن هناك من يكتبها بجدية ثم الرموز المتكررة الرتيبة مثل الدماء الساقطة من الدمية و الجو الرخيص ده . وبالنسبة للمقاطع التي يكررها الكاتب عند بعض المواقف ليذكرك بشخصية ما في معظم المرات كانت الشخصية معروفة من بداية الموقف بشكل واضح ولا تحتاج على الإطلاق إلى تذكرة... قد يكون الشيء الوحيد الذي تستحق الرواية عليه هذه النجمة هو عبارة مقطع من الرواية الأصلية والتي بالطبع لم أفهم كنهها وماهيتها إلا بعد ثلث الكتاب تقريبا... الرواية ساذجة بشكل لا يصدق ولا ترتقي أبدا لأدب التشويق والدموية الرفيع.. هذا إن صح أن نعتبرها عمل أدبي أصلا. هذا فقط
Mixed,مقبول. الموقع. الانترنتوجبه الافطار
Positive,"قرأت الرواية وأعجبتني جدا. أرى أنها رواية جمعت أكثر من عنصر. ففيها لغة رائعة جدا، وفيها يظهر المكان بلغة رشيقة. وفيها الفانتازيا التي أحبها جدا. وفيها رؤية جديدة للحب وعنه. رواية جميلة ومتعبة فهي تتنقل بك من عالم إلى عالم، إلى أن تصل إلى النهاية الصادمة سعيد بأني تعرفت على هذا الروائي خلا أول رواية أقرأها له."
Positive,وعاظ السلاطين هذا الكتاب يالهي لا ادري ماذا اقول عنه كتاب رائع جدا واسلوب كاتبة اروع تكلم في قضايا اجتماعية تعاني منها مجتمعاتنا ناهيك عن اسلوب علي الوردي في كتابته فالبنسبة لي لم اقراء كتابا بروعتة فهذا الكتاب قد فتح لي بابا في التاريخ قد اكون تغافلته او همشته فترة من الزمن جعلني انظر للتاريخ فكل ماكنت اعرفه من قبل عن التاريخ قد كان ملبوسا الى حدا ما. تكلم عن وعاظ السلاطين الذين يكثرون الوعظ على الناس ويشتدون فيه وينسون انفسهم وحكامهم. كتاب رائع لمن لم يقرائة فليسرع اليه ومن كان متردد في قراءته فليكسر التردد وليطير الى تصفح اوراقه
Negative,سأعطي هذه الرواية نجمتين فقط من اجل اللغة المتقنة القصة و الحبكة مملة تائهة توقعت الكثير من العنوان و الغلاف توقعت ان تأخذني الرواية الى عالم لكن كانت مملة بشكل رهيب
Positive,رائع. النظافة والراحة ووسع الاستديو. عدم استجابة عمال النظافة عند طلبهمالافطار غير متنوع
